nCodePoint,sName,sLaTex,eGlyphClass,nTopAccentX,nItalicCorr
x1D623,,mathsf{\mathit{b}},0,268,46
x1D60A,,mathsf{\mathit{C}},0,559,107
x1D624,,mathsf{\mathit{c}},0,359,83
x1D60B,,mathsf{\mathit{D}},0,400,52
x1D625,,mathsf{\mathit{d}},0,544,93
x1D60C,,mathsf{\mathit{E}},0,464,118
x1D626,,mathsf{\mathit{e}},0,333,55
x1D60D,,mathsf{\mathit{F}},0,457,132
x1D627,,mathsf{\mathit{f}},0,428,217
x1D60E,,mathsf{\mathit{G}},0,554,90
x1D628,,mathsf{\mathit{g}},0,419,99
x1D60F,,mathsf{\mathit{H}},0,502,81
x1D629,,mathsf{\mathit{h}},0,267,16
x1D610,,mathsf{\mathit{I}},0,287,81
x1D611,,mathsf{\mathit{J}},0,493,92
x1D612,,mathsf{\mathit{K}},0,515,119
x1D62C,,mathsf{\mathit{k}},0,268,82
x1D613,,mathsf{\mathit{L}},0,287,0
x1D62D,,mathsf{\mathit{l}},0,267,93
x1D614,,mathsf{\mathit{M}},0,585,75
x1D62E,,mathsf{\mathit{m}},0,454,17
x1D615,,mathsf{\mathit{N}},0,502,79
x1D62F,,mathsf{\mathit{n}},0,315,16
x1D616,,mathsf{\mathit{O}},0,519,54
x1D630,,mathsf{\mathit{o}},0,345,50
x1D617,,mathsf{\mathit{P}},0,406,79
x1D631,,mathsf{\mathit{p}},0,322,46
x1D618,,mathsf{\mathit{Q}},0,519,54
x1D632,,mathsf{\mathit{q}},0,395,42
x1D619,,mathsf{\mathit{R}},0,404,82
x1D633,,mathsf{\mathit{r}},0,301,110
x1D61A,,mathsf{\mathit{S}},0,442,79
x1D634,,mathsf{\mathit{s}},0,310,79
x1D61B,,mathsf{\mathit{T}},0,484,137
x1D635,,mathsf{\mathit{t}},0,260,77
x1D61C,,mathsf{\mathit{U}},0,490,81
x1D636,,mathsf{\mathit{u}},0,351,40
x1D61D,,mathsf{\mathit{V}},0,481,161
x1D637,,mathsf{\mathit{v}},0,324,107
x1D61E,,mathsf{\mathit{W}},0,620,161
x1D638,,mathsf{\mathit{w}},0,435,107
x1D61F,,mathsf{\mathit{X}},0,467,119
x1D639,,mathsf{\mathit{x}},0,319,104
x1D620,,mathsf{\mathit{Y}},0,481,172
x1D63A,,mathsf{\mathit{y}},0,324,107
x1D621,,mathsf{\mathit{Z}},0,458,119
x1D63B,,mathsf{\mathit{z}},0,314,87
x1D62A,,mathsf{\mathit{i}},0,258,92
x1D62B,,mathsf{\mathit{j}},0,278,84
x1D7EC,,bm{\mathsf{0}},0,275,0
x1D7ED,,bm{\mathsf{1}},0,282,0
x1D7EE,,bm{\mathsf{2}},0,259,0
x1D7EF,,bm{\mathsf{3}},0,279,0
x1D7F0,,bm{\mathsf{4}},0,343,0
x1D7F1,,bm{\mathsf{5}},0,269,0
x1D7F2,,bm{\mathsf{6}},0,331,0
x1D7F3,,bm{\mathsf{7}},0,275,0
x1D7F4,,bm{\mathsf{8}},0,277,0
x1D7F5,,bm{\mathsf{9}},0,259,0
x1D5D4,,bm{\mathsf{A}},0,366,0
x1D5D5,,bm{\mathsf{B}},0,297,0
x1D5D6,,bm{\mathsf{C}},0,433,0
x1D5D7,,bm{\mathsf{D}},0,301,0
x1D5D8,,bm{\mathsf{E}},0,336,0
x1D5D9,,bm{\mathsf{F}},0,328,0
x1D5DA,,bm{\mathsf{G}},0,428,0
x1D5DB,,bm{\mathsf{H}},0,397,0
x1D5DC,,bm{\mathsf{I}},0,166,0
x1D5DD,,bm{\mathsf{J}},0,356,0
x1D5DE,,bm{\mathsf{K}},0,398,0
x1D5DF,,bm{\mathsf{L}},0,165,0
x1D5E0,,bm{\mathsf{M}},0,489,0
x1D5E1,,bm{\mathsf{N}},0,397,0
x1D5E2,,bm{\mathsf{O}},0,395,0
x1D5E3,,bm{\mathsf{P}},0,288,0
x1D5E4,,bm{\mathsf{Q}},0,395,0
x1D5E5,,bm{\mathsf{R}},0,296,0
x1D5E6,,bm{\mathsf{S}},0,310,0
x1D5E7,,bm{\mathsf{T}},0,367,0
x1D5E8,,bm{\mathsf{U}},0,382,0
x1D5E9,,bm{\mathsf{V}},0,366,0
x1D5EA,,bm{\mathsf{W}},0,519,3
x1D5EB,,bm{\mathsf{X}},0,351,0
x1D5EC,,bm{\mathsf{Y}},0,366,3
x1D5ED,,bm{\mathsf{Z}},0,344,0
x1D5EE,,bm{\mathsf{a}},0,264,0
x1D5EF,,bm{\mathsf{b}},0,128,0
x1D5F0,,bm{\mathsf{c}},0,285,0
x1D5F1,,bm{\mathsf{d}},0,433,0
x1D5F2,,bm{\mathsf{e}},0,266,0
x1D5F3,,bm{\mathsf{f}},0,289,73
x1D5F4,,bm{\mathsf{g}},0,340,12
x1D5F5,,bm{\mathsf{h}},0,127,0
x1D5F6,,bm{\mathsf{i}},0,128,0
x1D5F7,,bm{\mathsf{j}},0,151,0
x1D5F8,,bm{\mathsf{k}},0,128,0
x1D5F9,,bm{\mathsf{l}},0,128,0
x1D5FA,,bm{\mathsf{m}},0,406,0
x1D5FB,,bm{\mathsf{n}},0,253,0
x1D5FC,,bm{\mathsf{o}},0,274,0
x1D5FD,,bm{\mathsf{p}},0,237,0
x1D5FE,,bm{\mathsf{q}},0,342,0
x1D5FF,,bm{\mathsf{r}},0,216,12
x1D600,,bm{\mathsf{s}},0,226,0
x1D601,,bm{\mathsf{t}},0,155,0
x1D602,,bm{\mathsf{u}},0,281,0
x1D603,,bm{\mathsf{v}},0,250,0
x1D604,,bm{\mathsf{w}},0,372,3
x1D605,,bm{\mathsf{x}},0,244,0
x1D606,,bm{\mathsf{y}},0,251,0
x1D607,,bm{\mathsf{z}},0,242,0
x1D78C,,bm{\mathss{\varkappa}},0,0,0
x1D789,,bm{\mathss{\partial}},0,290,0
x1D758,,bm{\mathss{\Gamma}},0,313,0
x1D760,,bm{\mathss{\Lambda}},0,336,0
x1D75D,,bm{\mathss{\Theta}},0,429,0
x1D76A,,bm{\mathss{\Upsilon}},0,428,0
x1D763,,bm{\mathss{\Xi}},0,366,0
x1D77B,,bm{\mathss{\mu}},0,271,0
x1D776,,bm{\mathss{\eta}},0,369,0
x1D770,,bm{\mathss{\alpha}},0,388,0
x1D772,,bm{\mathss{\gamma}},0,395,0
x1D78A,,bm{\mathss{\epsilon}},0,269,0
x1D779,,bm{\mathss{\kappa}},0,278,0
x1D771,,bm{\mathss{\beta}},0,306,0
x1D773,,bm{\mathss{\delta}},0,269,0
x1D77F,,bm{\mathss{\pi}},0,418,0
x1D759,,bm{\mathss{\Delta}},0,458,0
x1D765,,bm{\mathss{\Pi}},0,397,0
x1D768,,bm{\mathss{\Sigma}},0,397,0
x1D76E,,bm{\mathss{\Omega}},0,392,0
x1D788,,bm{\mathss{\omega}},0,366,0
x1D78F,,bm{\mathss{\varpi}},0,566,0
x1D78D,,bm{\mathss{\phi}},0,365,0
x1D782,,bm{\mathss{\sigma}},0,375,0
x1D781,,bm{\mathss{\varsigma}},0,278,0
x1D77D,,bm{\mathss{\xi}},0,256,0
x1D775,,bm{\mathss{\zeta}},0,297,0
x1D777,,bm{\mathss{\theta}},0,283,0
x1D780,,bm{\mathss{\rho}},0,283,0
x1D78E,,bm{\mathss{\varrho}},0,283,0
x1D784,,bm{\mathss{\upsilon}},0,376,0
x1D77C,,bm{\mathss{\nu}},0,285,0
x1D787,,bm{\mathss{\psi}},0,500,0
x1D78B,,bm{\mathss{\vartheta}},0,475,0
x1D785,,bm{\mathss{\varphi}},0,337,0
x1D786,,bm{\mathss{\chi}},0,395,0
x1D77A,,bm{\mathss{\lambda}},0,169,0
x1D774,,bm{\mathss{\varepsilon}},0,272,0
x1D778,,bm{\mathss{\iota}},0,141,0
x1D783,,bm{\mathss{\tau}},0,387,0
x1D76B,,bm{\mathss{\Phi}},0,394,0
x1D76D,,bm{\mathss{\Psi}},0,425,0
x1D77E,,bm{\mathss{\omicron}},0,299,0
x1D756,,bm{\mathss{\Alpha}},0,366,0
x1D757,,bm{\mathss{\Beta}},0,327,0
x1D75A,,bm{\mathss{\Epsilon}},0,336,0
x1D75B,,bm{\mathss{\Zeta}},0,343,0
x1D75C,,bm{\mathss{\Eta}},0,397,0
x1D75E,,bm{\mathss{\Iota}},0,166,0
x1D75F,,bm{\mathss{\Kappa}},0,394,0
x1D761,,bm{\mathss{\Mu}},0,489,0
x1D762,,bm{\mathss{\Nu}},0,397,0
x1D764,,bm{\mathss{\Omicron}},0,394,0
x1D766,,bm{\mathss{\Rho}},0,318,0
x1D769,,bm{\mathss{\Tau}},0,366,0
x1D76C,,bm{\mathss{\Chi}},0,352,0
x1D63C,,bm{\mathsf{\mathit{A}}},0,511,0
x1D63D,,bm{\mathsf{\mathit{B}}},0,443,49
x1D63E,,bm{\mathsf{\mathit{C}}},0,580,98
x1D63F,,bm{\mathsf{\mathit{D}}},0,447,52
x1D640,,bm{\mathsf{\mathit{E}}},0,481,105
x1D641,,bm{\mathsf{\mathit{F}}},0,473,120
x1D642,,bm{\mathsf{\mathit{G}}},0,575,81
x1D643,,bm{\mathsf{\mathit{H}}},0,543,76
x1D644,,bm{\mathsf{\mathit{I}}},0,312,76
x1D645,,bm{\mathsf{\mathit{J}}},0,501,76
x1D646,,bm{\mathsf{\mathit{K}}},0,543,104
x1D647,,bm{\mathsf{\mathit{L}}},0,311,0
x1D648,,bm{\mathsf{\mathit{M}}},0,635,76
x1D649,,bm{\mathsf{\mathit{N}}},0,543,76
x1D64A,,bm{\mathsf{\mathit{O}}},0,546,54
x1D64B,,bm{\mathsf{\mathit{P}}},0,434,75
x1D64C,,bm{\mathsf{\mathit{Q}}},0,546,54
x1D64D,,bm{\mathsf{\mathit{R}}},0,441,77
x1D64E,,bm{\mathsf{\mathit{S}}},0,460,68
x1D64F,,bm{\mathsf{\mathit{T}}},0,511,126
x1D650,,bm{\mathsf{\mathit{U}}},0,528,76
x1D651,,bm{\mathsf{\mathit{V}}},0,511,143
x1D652,,bm{\mathsf{\mathit{W}}},0,663,145
x1D653,,bm{\mathsf{\mathit{X}}},0,497,88
x1D654,,bm{\mathsf{\mathit{Y}}},0,511,147
x1D655,,bm{\mathsf{\mathit{Z}}},0,489,106
x1D656,,bm{\mathsf{\mathit{a}}},0,363,49
x1D657,,bm{\mathsf{\mathit{b}}},0,274,50
x1D658,,bm{\mathsf{\mathit{c}}},0,384,80
x1D659,,bm{\mathsf{\mathit{d}}},0,578,106
x1D65A,,bm{\mathsf{\mathit{e}}},0,365,59
x1D65B,,bm{\mathsf{\mathit{f}}},0,437,217
x1D65C,,bm{\mathsf{\mathit{g}}},0,437,99
x1D65D,,bm{\mathsf{\mathit{h}}},0,273,42
x1D65E,,bm{\mathsf{\mathit{i}}},0,269,109
x1D65F,,bm{\mathsf{\mathit{j}}},0,292,102
x1D660,,bm{\mathsf{\mathit{k}}},0,274,72
x1D661,,bm{\mathsf{\mathit{l}}},0,274,106
x1D662,,bm{\mathsf{\mathit{m}}},0,503,42
x1D663,,bm{\mathsf{\mathit{n}}},0,350,42
x1D664,,bm{\mathsf{\mathit{o}}},0,373,53
x1D665,,bm{\mathsf{\mathit{p}}},0,335,50
x1D666,,bm{\mathsf{\mathit{q}}},0,440,58
x1D667,,bm{\mathsf{\mathit{r}}},0,313,108
x1D668,,bm{\mathsf{\mathit{s}}},0,325,75
x1D669,,bm{\mathsf{\mathit{t}}},0,278,70
x1D66A,,bm{\mathsf{\mathit{u}}},0,376,57
x1D66B,,bm{\mathsf{\mathit{v}}},0,343,93
x1D66C,,bm{\mathsf{\mathit{w}}},0,466,94
x1D66D,,bm{\mathsf{\mathit{x}}},0,339,77
x1D66E,,bm{\mathsf{\mathit{y}}},0,345,93
x1D66F,,bm{\mathsf{\mathit{z}}},0,336,79
x1D7C6,,bm{\mathssit{\varkappa}},0,0,59
x1D7C3,,bm{\mathssit{\partial}},0,411,48
x1D792,,bm{\mathssit{\Gamma}},0,451,120
x1D79A,,bm{\mathssit{\Lambda}},0,474,0
x1D797,,bm{\mathssit{\Theta}},0,573,53
x1D7A4,,bm{\mathssit{\Upsilon}},0,570,88
x1D79D,,bm{\mathssit{\Xi}},0,503,114
x1D7B5,,bm{\mathssit{\mu}},0,362,4
x1D7B0,,bm{\mathssit{\eta}},0,459,41
x1D7AA,,bm{\mathssit{\alpha}},0,478,0
x1D7AC,,bm{\mathssit{\gamma}},0,489,67
x1D7C4,,bm{\mathssit{\epsilon}},0,358,0
x1D7B3,,bm{\mathssit{\kappa}},0,369,4
x1D7AB,,bm{\mathssit{\beta}},0,446,42
x1D7AD,,bm{\mathssit{\delta}},0,415,53
x1D7B9,,bm{\mathssit{\pi}},0,506,57
x1D793,,bm{\mathssit{\Delta}},0,597,0
x1D79F,,bm{\mathssit{\Pi}},0,535,75
x1D7A2,,bm{\mathssit{\Sigma}},0,535,106
x1D7A8,,bm{\mathssit{\Omega}},0,535,70
x1D7C2,,bm{\mathssit{\omega}},0,472,36
x1D7C9,,bm{\mathssit{\varpi}},0,672,57
x1D7C7,,bm{\mathssit{\phi}},0,508,27
x1D7BC,,bm{\mathssit{\sigma}},0,462,58
x1D7BB,,bm{\mathssit{\varsigma}},0,370,5
x1D7B7,,bm{\mathssit{\xi}},0,406,0
x1D7AF,,bm{\mathssit{\zeta}},0,447,24
x1D7B1,,bm{\mathssit{\theta}},0,423,66
x1D7BA,,bm{\mathssit{\rho}},0,373,28
x1D7C8,,bm{\mathssit{\varrho}},0,373,29
x1D7BE,,bm{\mathssit{\upsilon}},0,468,36
x1D7B6,,bm{\mathssit{\nu}},0,376,59
x1D7C1,,bm{\mathssit{\psi}},0,643,36
x1D7C5,,bm{\mathssit{\vartheta}},0,615,52
x1D7BF,,bm{\mathssit{\varphi}},0,428,30
x1D7C0,,bm{\mathssit{\chi}},0,487,0
x1D7B4,,bm{\mathssit{\lambda}},0,307,0
x1D7AE,,bm{\mathssit{\varepsilon}},0,365,31
x1D7B2,,bm{\mathssit{\iota}},0,231,5
x1D7BD,,bm{\mathssit{\tau}},0,475,57
x1D7A5,,bm{\mathssit{\Phi}},0,532,46
x1D7A7,,bm{\mathssit{\Psi}},0,571,91
x1D7B8,,bm{\mathssit{\omicron}},0,391,29
x1D790,,bm{\mathssit{\Alpha}},0,513,0
x1D791,,bm{\mathssit{\Beta}},0,465,49
x1D794,,bm{\mathssit{\Epsilon}},0,474,105
x1D795,,bm{\mathssit{\Zeta}},0,482,106
x1D796,,bm{\mathssit{\Eta}},0,535,76
x1D798,,bm{\mathssit{\Iota}},0,304,76
x1D799,,bm{\mathssit{\Kappa}},0,534,104
x1D79B,,bm{\mathssit{\Mu}},0,627,76
x1D79C,,bm{\mathssit{\Nu}},0,535,76
x1D79E,,bm{\mathssit{\Omicron}},0,536,54
x1D7A0,,bm{\mathssit{\Rho}},0,457,75
x1D7A3,,bm{\mathssit{\Tau}},0,501,126
x1D7A6,,bm{\mathssit{\Chi}},0,514,71
x1D76F,,bm{\mathss{\nabla}},0,458,0
x1D7A9,,bm{\mathssit{\nabla}},0,529,38
0,dotlessi.ss,,0,119,0
0,dotlessj.ss,,0,147,0
0,dotlessi.sso,,0,211,39
0,dotlessj.sso,,0,239,39
0,dotlessi.ssb,,0,128,0
0,dotlessj.ssb,,0,158,0
0,dotlessi.ssbo,,0,223,56
0,dotlessj.ssbo,,0,253,56
x1D767,,bm{\mathss{\varTheta}},0,429,0
x1D7A1,,bm{\mathssit{\varTheta}},0,573,53
x213E,,mathbb{\Gamma},0,333,0
x213F,,mathbb{\Pi},0,333,0
x2140,,mathbb{\sum},1,333,0
x213D,,mathbb{\gamma},0,236,0
x213C,,mathbb{\pi},0,258,0
x1D7D8,,mathbb{0},0,277,0
x1D7D9,,mathbb{1},0,277,0
x1D7DA,,mathbb{2},0,287,0
x1D7DB,,mathbb{3},0,289,0
x1D7DC,,mathbb{4},0,396,0
x1D7DD,,mathbb{5},0,278,0
x1D7DE,,mathbb{6},0,266,0
x1D7DF,,mathbb{7},0,277,0
x1D7E0,,mathbb{8},0,277,0
x1D7E1,,mathbb{9},0,276,0
x1D538,,mathbb{A},0,305,0
x1D539,,mathbb{B},0,247,0
x2102,,mathbb{C},0,335,0
x1D53B,,mathbb{D},0,247,0
x1D53C,,mathbb{E},0,334,0
x1D53D,,mathbb{F},0,334,0
x1D53E,,mathbb{G},0,335,0
x210D,,mathbb{H},0,361,0
x1D540,,mathbb{I},0,167,0
x1D541,,mathbb{J},0,471,0
x1D542,,mathbb{K},0,333,0
x1D543,,mathbb{L},0,167,0
x1D544,,mathbb{M},0,361,0
x2115,,mathbb{N},0,361,0
x1D546,,mathbb{O},0,333,0
x2119,,mathbb{P},0,247,0
x211A,,mathbb{Q},0,333,0
x211D,,mathbb{R},0,247,0
x1D54A,,mathbb{S},0,291,0
x1D54B,,mathbb{T},0,305,0
x1D54C,,mathbb{U},0,361,0
x1D54D,,mathbb{V},0,305,0
x1D54E,,mathbb{W},0,416,0
x1D54F,,mathbb{X},0,333,0
x1D550,,mathbb{Y},0,305,0
x2124,,mathbb{Z},0,333,0
x1D552,,mathbb{a},0,236,0
x1D553,,mathbb{b},0,139,0
x1D554,,mathbb{c},0,238,0
x1D555,,mathbb{d},0,424,0
x1D556,,mathbb{e},0,236,0
x1D557,,mathbb{f},0,225,27
x1D558,,mathbb{g},0,236,0
x1D559,,mathbb{h},0,139,0
x1D55A,,mathbb{i},0,139,0
x1D55B,,mathbb{j},0,249,0
x1D55C,,mathbb{k},0,139,0
x1D55D,,mathbb{l},0,139,0
x1D55E,,mathbb{m},0,420,0
x1D55F,,mathbb{n},0,346,0
x1D560,,mathbb{o},0,235,0
x1D561,,mathbb{p},0,391,0
x1D562,,mathbb{q},0,236,0
x1D563,,mathbb{r},0,346,0
x1D564,,mathbb{s},0,187,0
x1D565,,mathbb{t},0,139,0
x1D566,,mathbb{u},0,263,0
x1D567,,mathbb{v},0,235,0
x1D568,,mathbb{w},0,333,0
x1D569,,mathbb{x},0,236,0
x1D56A,,mathbb{y},0,235,0
x1D56B,,mathbb{z},0,236,0
0,dotlessi.ds,,0,139,0
0,dotlessj.ds,,0,249,0
x2145,,mathbbit{D},0,0,15
x2146,,mathbbit{d},0,0,75
x2147,,mathbbit{e},0,0,17
x2148,,mathbbit{i},0,0,80
x2149,,mathbbit{j},0,0,80
x1D49C,,mathcal{A},0,702,0
x212C,,mathcal{B},0,479,0
x1D49E,,mathcal{C},0,462,0
x1D49F,,mathcal{D},0,496,0
x2130,,mathcal{E},0,450,0
x2131,,mathcal{F},0,718,0
x1D4A2,,mathcal{G},0,506,0
x210B,,mathcal{H},0,695,0
x2110,,mathcal{I},0,469,0
x1D4A5,,mathcal{J},0,568,0
x1D4A6,,mathcal{K},0,668,0
x2112,,mathcal{L},0,634,0
x2133,,mathcal{M},0,702,0
x1D4A9,,mathcal{N},0,625,0
x1D4AA,,mathcal{O},0,515,0
x1D4AB,,mathcal{P},0,480,0
x1D4AC,,mathcal{Q},0,482,0
x211B,,mathcal{R},0,532,0
x1D4AE,,mathcal{S},0,451,0
x1D4AF,,mathcal{T},0,500,0
x1D4B0,,mathcal{U},0,432,0
x1D4B1,,mathcal{V},0,397,0
x1D4B2,,mathcal{W},0,549,0
x1D4B3,,mathcal{X},0,556,0
x1D4B4,,mathcal{Y},0,397,0
x1D4B5,,mathcal{Z},0,396,0
0,u1D49C.sts,,0,806,0
0,uni212C.sts,,0,532,0
0,u1D49E.sts,,0,523,0
0,u1D49F.sts,,0,552,0
0,uni2130.sts,,0,503,0
0,uni2131.sts,,0,822,0
0,u1D4A2.sts,,0,564,0
0,uni210B.sts,,0,795,0
0,uni2110.sts,,0,524,0
0,u1D4A5.sts,,0,636,0
0,u1D4A6.sts,,0,763,0
0,uni2112.sts,,0,720,0
0,uni2133.sts,,0,802,0
0,u1D4A9.sts,,0,708,0
0,u1D4AA.sts,,0,586,0
0,u1D4AB.sts,,0,535,0
0,u1D4AC.sts,,0,536,0
0,uni211B.sts,,0,598,0
0,u1D4AE.sts,,0,502,0
0,u1D4AF.sts,,0,566,0
0,u1D4B0.sts,,0,501,0
0,u1D4B1.sts,,0,461,0
0,u1D4B2.sts,,0,643,0
0,u1D4B3.sts,,0,627,0
0,u1D4B4.sts,,0,430,0
0,u1D4B5.sts,,0,434,0
0,u1D49C.st,,0,769,0
0,uni212C.st,,0,514,0
0,u1D49E.st,,0,503,0
0,u1D49F.st,,0,532,0
0,uni2130.st,,0,484,0
0,uni2131.st,,0,785,0
0,u1D4A2.st,,0,544,0
0,uni210B.st,,0,761,0
0,uni2110.st,,0,505,0
0,u1D4A5.st,,0,613,0
0,u1D4A6.st,,0,730,0
0,uni2112.st,,0,690,0
0,uni2133.st,,0,766,0
0,u1D4A9.st,,0,678,0
0,u1D4AA.st,,0,562,0
0,u1D4AB.st,,0,516,0
0,u1D4AC.st,,0,516,0
0,uni211B.st,,0,575,0
0,u1D4AE.st,,0,484,0
0,u1D4AF.st,,0,541,0
0,u1D4B0.st,,0,476,0
0,u1D4B1.st,,0,438,0
0,u1D4B2.st,,0,609,0
0,u1D4B3.st,,0,602,0
0,u1D4B4.st,,0,418,0
0,u1D4B5.st,,0,421,0
x1D4D0,,bm{\mathcal{A}},0,768,0
x1D4D1,,bm{\mathcal{B}},0,559,0
x1D4D2,,bm{\mathcal{C}},0,523,0
x1D4D3,,bm{\mathcal{D}},0,549,0
x1D4D4,,bm{\mathcal{E}},0,504,0
x1D4D5,,bm{\mathcal{F}},0,654,0
x1D4D6,,bm{\mathcal{G}},0,572,0
x1D4D7,,bm{\mathcal{H}},0,774,0
x1D4D8,,bm{\mathcal{I}},0,556,0
x1D4D9,,bm{\mathcal{J}},0,645,0
x1D4DA,,bm{\mathcal{K}},0,745,0
x1D4DB,,bm{\mathcal{L}},0,689,0
x1D4DC,,bm{\mathcal{M}},0,757,0
x1D4DD,,bm{\mathcal{N}},0,686,0
x1D4DE,,bm{\mathcal{O}},0,594,0
x1D4DF,,bm{\mathcal{P}},0,566,0
x1D4E0,,bm{\mathcal{Q}},0,557,0
x1D4E1,,bm{\mathcal{R}},0,594,0
x1D4E2,,bm{\mathcal{S}},0,502,0
x1D4E3,,bm{\mathcal{T}},0,599,0
x1D4E4,,bm{\mathcal{U}},0,497,0
x1D4E5,,bm{\mathcal{V}},0,427,0
x1D4E6,,bm{\mathcal{W}},0,632,0
x1D4E7,,bm{\mathcal{X}},0,610,0
x1D4E8,,bm{\mathcal{Y}},0,448,0
x1D4E9,,bm{\mathcal{Z}},0,533,0
0,u1D4D0.sts,,0,842,0
0,u1D4D1.sts,,0,604,0
0,u1D4D2.sts,,0,571,0
0,u1D4D3.sts,,0,592,0
0,u1D4D4.sts,,0,546,0
0,u1D4D5.sts,,0,713,0
0,u1D4D6.sts,,0,617,0
0,u1D4D7.sts,,0,848,0
0,u1D4D8.sts,,0,602,0
0,u1D4D9.sts,,0,698,0
0,u1D4DA.sts,,0,816,0
0,u1D4DB.sts,,0,751,0
0,u1D4DC.sts,,0,828,0
0,u1D4DD.sts,,0,748,0
0,u1D4DE.sts,,0,650,0
0,u1D4DF.sts,,0,613,0
0,u1D4E0.sts,,0,601,0
0,u1D4E1.sts,,0,644,0
0,u1D4E2.sts,,0,542,0
0,u1D4E3.sts,,0,651,0
0,u1D4E4.sts,,0,548,0
0,u1D4E5.sts,,0,472,0
0,u1D4E6.sts,,0,704,0
0,u1D4E7.sts,,0,663,0
0,u1D4E8.sts,,0,476,0
0,u1D4E9.sts,,0,575,0
0,u1D4D0.st,,0,807,0
0,u1D4D1.st,,0,584,0
0,u1D4D2.st,,0,548,0
0,u1D4D3.st,,0,573,0
0,u1D4D4.st,,0,528,0
0,u1D4D5.st,,0,686,0
0,u1D4D6.st,,0,596,0
0,u1D4D7.st,,0,814,0
0,u1D4D8.st,,0,581,0
0,u1D4D9.st,,0,674,0
0,u1D4DA.st,,0,783,0
0,u1D4DB.st,,0,722,0
0,u1D4DC.st,,0,795,0
0,u1D4DD.st,,0,720,0
0,u1D4DE.st,,0,625,0
0,u1D4DF.st,,0,591,0
0,u1D4E0.st,,0,581,0
0,u1D4E1.st,,0,622,0
0,u1D4E2.st,,0,523,0
0,u1D4E3.st,,0,627,0
0,u1D4E4.st,,0,523,0
0,u1D4E5.st,,0,451,0
0,u1D4E6.st,,0,671,0
0,u1D4E7.st,,0,638,0
0,u1D4E8.st,,0,464,0
0,u1D4E9.st,,0,556,0
x1D504,,mathfrak{A},0,443,20
x1D505,,mathfrak{B},0,442,0
x212D,,mathfrak{C},0,497,29
x1D507,,mathfrak{D},0,407,0
x1D508,,mathfrak{E},0,524,7
x1D509,,mathfrak{F},0,254,38
x1D50A,,mathfrak{G},0,518,0
x210C,,mathfrak{H},0,422,0
x2111,,Im,0,337,7
x1D50D,,mathfrak{J},0,222,0
x1D50E,,mathfrak{K},0,465,50
x1D50F,,mathfrak{L},0,437,7
x1D510,,mathfrak{M},0,566,28
x1D511,,mathfrak{N},0,453,26
x1D512,,mathfrak{O},0,340,0
x1D513,,mathfrak{P},0,436,9
x1D514,,mathfrak{Q},0,338,0
x211C,,Re,0,430,26
x1D516,,mathfrak{S},0,405,0
x1D517,,mathfrak{T},0,672,35
x1D518,,mathfrak{U},0,391,49
x1D519,,mathfrak{V},0,435,23
x1D51A,,mathfrak{W},0,540,37
x1D51B,,mathfrak{X},0,408,18
x1D51C,,mathfrak{Y},0,406,0
x2128,,mathfrak{Z},0,164,0
x1D51E,,mathfrak{a},0,329,25
x1D51F,,mathfrak{b},0,189,0
x1D520,,mathfrak{c},0,269,0
x1D521,,mathfrak{d},0,165,0
x1D522,,mathfrak{e},0,243,0
x1D523,,mathfrak{f},0,222,23
x1D524,,mathfrak{g},0,339,0
x1D525,,mathfrak{h},0,168,0
x1D526,,mathfrak{i},0,132,17
x1D527,,mathfrak{j},0,130,0
x1D528,,mathfrak{k},0,183,0
x1D529,,mathfrak{l},0,195,26
x1D52A,,mathfrak{m},0,337,19
x1D52B,,mathfrak{n},0,226,23
x1D52C,,mathfrak{o},0,258,0
x1D52D,,mathfrak{p},0,128,0
x1D52E,,mathfrak{q},0,333,0
x1D52F,,mathfrak{r},0,200,34
x1D530,,mathfrak{s},0,223,0
x1D531,,mathfrak{t},0,229,44
x1D532,,mathfrak{u},0,268,25
x1D533,,mathfrak{v},0,134,0
x1D534,,mathfrak{w},0,127,0
x1D535,,mathfrak{x},0,204,10
x1D536,,mathfrak{y},0,128,0
x1D537,,mathfrak{z},0,185,0
0,u1D504.sts,,0,629,0
0,u1D505.sts,,0,627,0
0,uni212D.sts,,0,693,0
0,u1D507.sts,,0,585,0
0,u1D508.sts,,0,726,0
0,u1D509.sts,,0,402,0
0,u1D50A.sts,,0,719,0
0,uni210C.sts,,0,604,0
0,uni2111.sts,,0,501,0
0,u1D50D.sts,,0,363,0
0,u1D50E.sts,,0,654,0
0,u1D50F.sts,,0,622,0
0,u1D510.sts,,0,776,0
0,u1D511.sts,,0,640,0
0,u1D512.sts,,0,505,0
0,u1D513.sts,,0,620,0
0,u1D514.sts,,0,502,0
0,uni211C.sts,,0,613,0
0,u1D516.sts,,0,583,0
0,u1D517.sts,,0,903,0
0,u1D518.sts,,0,566,0
0,u1D519.sts,,0,619,0
0,u1D51A.sts,,0,745,0
0,u1D51B.sts,,0,587,0
0,u1D51C.sts,,0,585,0
0,uni2128.sts,,0,294,0
0,u1D51E.sts,,0,492,0
0,u1D51F.sts,,0,324,0
0,u1D520.sts,,0,419,0
0,u1D521.sts,,0,295,0
0,u1D522.sts,,0,388,0
0,u1D523.sts,,0,363,0
0,u1D524.sts,,0,504,0
0,u1D525.sts,,0,299,0
0,u1D526.sts,,0,255,0
